activity	automated	case_id	event_detail	event_end	event_start	team	user
Check received invoice	False	110600	Checked by Rebecca Love	2017-08-10 15:02:22	2017-08-10 15:02:22	Finance	Rebecca Love
Final check of invoice	False	110600	Checked by Summer Holcomb	2017-08-11 14:59:06	2017-08-11 08:59:55	Purchasing	Summer Holcomb
Approve invoice	False	110600	Approve hierarchy (level 1)	2017-08-17 14:07:26	2017-08-16 09:29:46	Financial approval	Xerxes Espinoza
Approve invoice	False	110600	Approve hierarchy (level 2)	2017-08-17 16:28:42	2017-08-17 15:41:36.667	Financial approval	Claire Frost
Check received invoice	False	110601	Checked by Rebecca Love	2017-08-10 15:02:45	2017-08-10 15:02:45	Finance	Rebecca Love
Final check of invoice	True	110601	Checked by System	2017-08-11 14:59:39	2017-08-11 14:59:39	Auto-processor	System
Final check of invoice	False	110601	Checked by Summer Holcomb	2017-08-20 15:00:45	2017-08-18 09:00:28.500	Purchasing	Summer Holcomb
Approve invoice	False	110601	Approve hierarchy (level 2)	2017-08-24 13:45:23	2017-08-23 18:48:27.400	Financial approval	Xerxes Espinoza
Check received invoice	False	110602	Checked by Rebecca Love	2017-08-10 15:03:09	2017-08-10 15:03:09	Finance	Rebecca Love
Final check of invoice	False	110602	Checked by Hayfa Bright	2017-08-11 15:00:18	2017-08-11 15:00:18	Other	Hayfa Bright
Approve invoice	False	110602	Approve hierarchy (level 1)	2017-08-12 12:57:16	2017-08-12 12:57:16	Other	Tyler Small
Check received invoice	False	110603	Checked by Hunter Garcia	2017-08-10 15:03:31	2017-08-10 15:03:31	Administration	Hunter Garcia
Final check of invoice	False	110603	Checked by Carolyn Silva	2017-08-11 09:40:47	2017-08-11 09:40:47	Other	Carolyn Silva
Approve invoice	False	110603	Approve hierarchy (level 3)	2017-08-17 09:48:15	2017-08-15 00:09:15.800	Line management	Griffin Donaldson
Check received invoice	False	110604	Checked by Hunter Garcia	2017-08-10 15:03:55	2017-08-10 15:03:55	Administration	Hunter Garcia
Final check of invoice	False	110604	Checked by Brady Wilson	2017-08-11 09:41:22		Other	Brady Wilson
Approve invoice	False	110604	Approve hierarchy (level 2)	2017-08-11 11:11:09	2017-08-11 11:11:09	Other	Hashim Salinas
Pay invoice	False	110592	Bank account 7491817	2017-08-12 12:23:14	2017-08-12 12:23:14	Finance	Lars Walker
Pay invoice	False	110593	Bank account 7501818	2017-08-11 11:50:56	2017-08-11 11:50:56	Finance	Lars Walker
Pay invoice	False	110594	Bank account 7511819	2017-08-18 07:47:36	2017-08-18 07:47:36	Finance	Lars Walker
Pay invoice	False	110595	Bank account 7521820	2017-08-14 10:51:17	2017-08-14 10:51:17	Finance	Rebecca Love
Pay invoice	False	110596	Bank account 7531821	2017-08-12 11:38:57	2017-08-12 11:38:57	Finance	Medge Patel
Pay invoice	False	110597	Bank account 7541822	2017-08-18 09:31:28		Finance	Cullen Combs
Pay invoice	False	110598	Bank account 7551823	2017-08-25 15:13:00		Finance	Cullen Combs
Pay invoice	False	110599	Bank account 7561824	2017-08-17 16:29:26		Finance	Cullen Combs
Pay invoice	False	110600	Bank account 7571825	2017-08-20 11:33:08	2017-08-20 11:33:08	Finance	Medge Patel
Pay invoice	False	110601	Bank account 7581826	2017-08-25 15:13:20		Finance	Cullen Combs
Pay invoice	False	110602	Bank account 7591827	2017-08-13 12:59:58		Finance	Cullen Combs
Pay invoice	False	110603	Bank account 7601828	2017-08-18 07:48:41	2017-08-18 07:48:41	Finance	Lars Walker
Pay invoice	False	110604	Bank account 7611829	2017-08-11 11:51:12	2017-08-11 11:51:12	Finance	Lars Walker
Pay invoice	False	110595	Bank account 7521820	2017-08-18 16:06:10	2017-08-18 16:06:10	Finance	Rebecca Love
Check received invoice	False	110605	Checked by Hunter Garcia	2017-08-10 15:04:18	2017-08-10 15:04:18	Administration	Hunter Garcia
Final check of invoice	False	110605	Checked by Jared Cotton	2017-08-11 09:42:26	2017-08-11 09:42:26	Other	Jared Cotton
Approve invoice	False	110605	Approve hierarchy (level 1)	2017-08-13 09:04:26	2017-08-13 09:04:26	Other	Nathan Lewis
Approve invoice	True	110605	Approve hierarchy (level 2)	2017-08-14 17:28:19	2017-08-14 17:28:19	Auto-processor	System
Approve invoice	False	110605	Approve hierarchy (level 3)	2017-08-25 17:31:18	2017-08-25 17:31:18	Other	Hashim Salinas
Check received invoice	False	110606	Checked by Hunter Garcia	2017-08-10 15:04:42	2017-08-10 15:04:42	Administration	Hunter Garcia
Final check of invoice	False	110606	Checked by Jared Cotton	2017-08-11 09:43:26	2017-08-11 09:43:26	Other	Jared Cotton
Final check of invoice	False	110606	Checked by Grant Douglas	2017-08-13 09:03:44	2017-08-13 09:03:44	Other	Grant Douglas
Final check of invoice	False	110606	Checked by Vaughan Waller	2017-08-13 09:49:39	2017-08-13 09:49:39	Other	Vaughan Waller
Approve invoice	False	110606	Approve hierarchy (level 1)	2017-08-13 11:06:01	2017-08-13 11:06:01	Other	Hashim Salinas
Check received invoice	False	110607	Checked by Hunter Garcia	2017-08-10 15:05:05	2017-08-10 15:05:05	Administration	Hunter Garcia
Final check of invoice	False	110607	Checked by Jared Cotton	2017-08-11 09:43:52	2017-08-11 09:43:52	Other	Jared Cotton
Approve invoice	False	110607	Approve hierarchy (level 3)	2017-08-13 09:02:41	2017-08-13 09:02:41	Other	Nathan Lewis
Approve invoice	True	110607	Approve hierarchy (level 1)	2017-08-14 17:27:45	2017-08-14 17:27:45	Auto-processor	System
Approve invoice	False	110607	Approve hierarchy (level 2)	2017-08-25 17:28:19	2017-08-25 17:28:19	Other	Hashim Salinas
Check received invoice	False	110608	Checked by Hunter Garcia	2017-08-10 15:05:29	2017-08-10 15:05:29	Administration	Hunter Garcia
Final check of invoice	False	110608	Checked by Jared Cotton	2017-08-11 09:44:22	2017-08-11 09:44:22	Other	Jared Cotton
Approve invoice	False	110608	Approve hierarchy (level 1)	2017-08-13 09:01:44	2017-08-13 09:01:44	Other	Nathan Lewis
Approve invoice	True	110608	Approve hierarchy (level 2)	2017-08-14 17:27:20	2017-08-14 17:27:20	Auto-processor	System
Approve invoice	False	110608	Approve hierarchy (level 3)	2017-08-25 17:28:19	2017-08-25 17:28:19	Administration	Aaron Downs
Final check of invoice	False	110608	Checked by Cecilia Kline	2017-08-31 10:15:51	2017-08-31 10:15:51	Other	Cecilia Kline
Approve invoice	False	110608	Approve hierarchy (level 3)	2017-08-31 10:19:51	2017-08-31 10:19:51	Other	Nathan Lewis
Check received invoice	False	110609	Checked by Hunter Garcia	2017-08-10 15:05:52	2017-08-10 15:05:52	Administration	Hunter Garcia
Final check of invoice	False	110609	Checked by Nathan Lewis	2017-08-11 09:45:23	2017-08-11 09:45:23	Other	Nathan Lewis
Approve invoice	False	110609	Approve hierarchy (level 2)	2017-08-13 10:49:49	2017-08-13 10:49:49	Other	Hashim Salinas
Check received invoice	False	110611	Checked by Hunter Garcia	2017-08-10 15:06:40	2017-08-10 15:06:40	Administration	Hunter Garcia
Final check of invoice	False	110611	Checked by Samuel Carter	2017-08-11 09:47:13	2017-08-11 09:47:13	Other	Samuel Carter
Final check of invoice	False	110611	Checked by Haviva Hernandez	2017-08-11 12:07:12	2017-08-11 12:07:12	Other	Haviva Hernandez
Approve invoice	False	110611	Approve hierarchy (level 2)	2017-08-11 12:10:37	2017-08-11 12:09:15	Line management	Griffin Donaldson
Check received invoice	False	110612	Checked by Hunter Garcia	2017-08-10 15:07:03	2017-08-10 15:07:03	Administration	Hunter Garcia
Final check of invoice	False	110612	Checked by Lester Conley	2017-08-11 09:48:07	2017-08-11 09:48:07	Other	Lester Conley
Final check of invoice	False	110612	Checked by Wesley Preston	2017-08-11 11:52:52	2017-08-11 11:52:52	Other	Wesley Preston
Approve invoice	False	110612	Approve hierarchy (level 2)	2017-08-13 14:54:34	2017-08-12 18:29:53.200	Line management	Griffin Donaldson
Check received invoice	False	110613	Checked by Hunter Garcia	2017-08-10 15:07:28	2017-08-10 15:07:28	Administration	Hunter Garcia
Final check of invoice	False	110613	Checked by Samuel Carter	2017-08-11 09:48:50	2017-08-11 09:48:50	Other	Samuel Carter
Final check of invoice	False	110613	Checked by Haviva Hernandez	2017-08-11 12:08:02	2017-08-11 12:08:02	Other	Haviva Hernandez
Approve invoice	False	110613	Approve hierarchy (level 2)	2017-08-11 12:14:37	2017-08-11 12:11:59	Line management	Griffin Donaldson
Check received invoice	False	110614	Checked by Hunter Garcia	2017-08-10 15:07:54	2017-08-10 15:07:54	Administration	Hunter Garcia
Final check of invoice	False	110614	Checked by Lester Conley	2017-08-11 09:54:59	2017-08-11 09:54:59	Other	Lester Conley
Final check of invoice	False	110614	Checked by Wesley Preston	2017-08-11 11:54:25	2017-08-11 11:54:25	Other	Wesley Preston
Approve invoice	False	110614	Approve hierarchy (level 2)	2017-08-13 14:56:23	2017-08-12 18:31:35.800	Line management	Griffin Donaldson
Pay employee reimbursement	False	110615	Bank account 7711839	2017-08-10 15:08:20	2017-08-10 15:08:20	Finance	Rebecca Love
Pay employee reimbursement	False	110616	Bank account 7721840	2017-08-10 15:08:44	2017-08-10 15:08:44	Finance	Rebecca Love
Pay employee reimbursement	False	110617	Bank account 7731841	2017-08-10 15:09:07	2017-08-10 15:09:07	Finance	Rebecca Love
Pay employee reimbursement	False	110618	Bank account 7741842	2017-08-10 15:09:31	2017-08-10 15:09:31	Finance	Rebecca Love
Pay employee reimbursement	False	110619	Bank account 7751843	2017-08-10 15:09:51	2017-08-10 15:09:51	Finance	Rebecca Love
Pay employee reimbursement	False	110620	Bank account 7761844	2017-08-10 15:10:17	2017-08-10 15:10:17	Finance	Rebecca Love
Pay employee reimbursement	False	110621	Bank account 7771845	2017-08-10 15:10:40	2017-08-10 15:10:40	Finance	Rebecca Love
Pay employee reimbursement	False	110622	Bank account 7781846	2017-08-10 15:11:03	2017-08-10 15:11:03	Finance	Rebecca Love
Pay invoice	False	110605	Bank account 7621830	2017-08-27 09:56:38	2017-08-27 09:56:38	Finance	Lars Walker
Pay invoice	False	110606	Bank account 7631831	2017-08-14 15:39:25	2017-08-14 15:39:25	Finance	Lars Walker
Pay invoice	False	110607	Bank account 7641832	2017-08-27 09:56:24	2017-08-27 09:56:24	Finance	Lars Walker
Pay invoice	False	110608	Bank account 7651833	2017-08-31 10:08:26	2017-08-31 10:08:26	Finance	Lars Walker
Pay invoice	False	110609	Bank account 7661834	2017-08-14 15:38:12	2017-08-14 15:38:12	Finance	Lars Walker
Pay invoice	False	110611	Bank account 7671835	2017-08-18 07:45:34	2017-08-18 07:45:34	Finance	Lars Walker
Pay invoice	False	110612	Bank account 7681836	2017-08-18 07:46:50	2017-08-18 07:46:50	Finance	Lars Walker
Pay invoice	False	110613	Bank account 7691837	2017-08-18 07:45:53	2017-08-18 07:45:53	Finance	Lars Walker
Pay invoice	False	110614	Bank account 7701838	2017-08-18 07:47:07	2017-08-18 07:47:07	Finance	Lars Walker
Pay invoice	False	110608	Bank account 7651833	2017-08-31 14:39:46	2017-08-31 14:39:46	Finance	Lars Walker
Pay employee reimbursement	False	110623	Bank account 7791847	2017-08-10 15:11:26	2017-08-10 15:11:26	Finance	Rebecca Love
Pay employee reimbursement	False	110624	Bank account 7801848	2017-08-10 15:11:47	2017-08-10 15:11:47	Finance	Rebecca Love
Pay employee reimbursement	False	110625	Bank account 7811849	2017-08-10 15:12:10	2017-08-10 15:12:10	Finance	Rebecca Love
Pay employee reimbursement	False	110626	Bank account 7821850	2017-08-10 15:12:33	2017-08-10 15:12:33	Finance	Rebecca Love
Pay employee reimbursement	False	110627	Bank account 7831851	2017-08-10 15:12:58	2017-08-10 15:12:58	Finance	Rebecca Love
Pay employee reimbursement	False	110628	Bank account 7841852	2017-08-10 15:13:22	2017-08-10 15:13:22	Finance	Rebecca Love
Pay employee reimbursement	False	110629	Bank account 7851853	2017-08-10 15:13:45	2017-08-10 15:13:45	Finance	Rebecca Love
Check received invoice	False	110630	Checked by Rebecca Love	2017-08-10 15:18:10	2017-08-10 15:18:10	Finance	Rebecca Love
Final check of invoice	True	110630	Checked by System	2017-08-10 15:19:36	2017-08-10 15:19:36	Auto-processor	System
Final check of invoice	False	110630	Checked by Summer Holcomb	2017-08-19 15:22:18	2017-08-17 09:21:37.500	Purchasing	Summer Holcomb
Approve invoice	False	110630	Approve hierarchy (level 2)	2017-08-20 10:55:46	2017-08-20 07:01:04.400	Financial approval	Xerxes Espinoza
Check received invoice	False	110631	Checked by Cruz Abbott	2017-08-10 15:30:25	2017-08-10 15:30:24.333	Controlling	Cruz Abbott
Request data	False	110631	Request sent: 2017-08-31	2017-09-11 14:46:20	2017-08-31 23:01:01.667	Controlling	Cruz Abbott
Check contract conditions	False	110631	Checked by Cruz Abbott	2017-09-11 14:46:21	2017-09-11 14:46:20.667	Controlling	Cruz Abbott
Final check of invoice	True	110631	Checked by System	2017-09-11 14:49:28	2017-09-11 14:49:28	Auto-processor	System
Final check of invoice	False	110631	Checked by Meghan Summers	2017-09-18 14:52:13	2017-09-16 20:51:31.750	Purchasing	Meghan Summers
Approve invoice	False	110631	Approve hierarchy (level 1)	2017-09-22 16:22:36	2017-09-22 16:22:36	Other	Selma Griffin
Check received invoice	False	110632	Checked by Alan Boyer	2017-08-10 15:30:48	2017-08-10 15:30:46.667	Controlling	Alan Boyer
Request data	False	110632	Request sent: 2017-08-11	2017-08-11 17:45:39	2017-08-11 00:15:45	Controlling	Alan Boyer
Check contract conditions	False	110632	Checked by Alan Boyer	2017-08-11 17:45:40	2017-08-11 17:45:39.333	Controlling	Alan Boyer
Final check of invoice	False	110632	Checked by Germane Castro	2017-08-11 17:48:02	2017-08-11 17:48:02	Other	Germane Castro
Check contract conditions	False	110632	Checked by Alan Boyer	2017-08-12 12:47:47	2017-08-12 00:07:57	Controlling	Alan Boyer
Final check of invoice	False	110632	Checked by Vivian Nielsen	2017-08-13 16:30:17	2017-08-13 16:30:17	Other	Vivian Nielsen
Check contract conditions	False	110632	Checked by Alan Boyer	2017-08-18 12:37:19	2017-08-15 07:12:37.667	Controlling	Alan Boyer
Final check of invoice	False	110632	Checked by Aaron Chaney	2017-08-18 12:45:27	2017-08-18 12:37:19	Purchasing	Aaron Chaney
Check contract conditions	False	110632	Checked by Alan Boyer	2017-08-18 13:20:10	2017-08-18 12:57:01.333	Controlling	Alan Boyer
Final check of invoice	True	110632	Checked by System	2017-08-19 13:11:46	2017-08-19 13:11:46	Auto-processor	System
Final check of invoice	True	110632	Checked by System	2017-08-26 13:13:26	2017-08-26 13:13:26	Auto-processor	System
Final check of invoice	True	110632	Checked by System	2017-08-31 13:16:17	2017-08-31 13:16:17	Auto-processor	System
Check contract conditions	False	110632	Checked by Alan Boyer	2017-09-02 13:16:34	2017-09-01 05:16:22.667	Controlling	Alan Boyer
Final check of invoice	False	110632	Checked by Vivian Nielsen	2017-09-18 15:48:23	2017-09-18 15:48:23	Other	Vivian Nielsen
Check contract conditions	False	110632	Checked by Alan Boyer	2017-09-21 16:28:47	2017-09-19 16:01:51	Controlling	Alan Boyer
Final check of invoice	False	110632	Checked by Wallace Mcgee	2017-09-21 17:01:52	2017-09-21 17:01:52	Other	Wallace Mcgee
Approve invoice	False	110632	Approve hierarchy (level 2)	2017-09-23 10:58:19		Other	Oscar Medina
Check received invoice	False	110633	Checked by Alan Boyer	2017-08-10 15:31:11	2017-08-10 15:31:09.667	Controlling	Alan Boyer
Request data	False	110633	Request sent: 2017-08-11	2017-08-11 17:16:42	2017-08-11 00:06:21.333	Controlling	Alan Boyer
Check contract conditions	False	110633	Checked by Alan Boyer	2017-08-11 17:16:45	2017-08-11 17:16:43	Controlling	Alan Boyer
Final check of invoice	False	110633	Checked by Lael Ingram	2017-08-11 17:19:58	2017-08-11 17:19:58	Other	Lael Ingram
Approve invoice	False	110633	Approve hierarchy (level 3)	2017-08-12 14:53:18	2017-08-12 09:29:58	Financial approval	Lunea Fitzgerald
Check received invoice	False	110634	Checked by Clio Butler	2017-08-10 15:31:39	2017-08-10 15:31:38.667	Controlling	Clio Butler
Request data	False	110634	Request sent: 2017-08-10	2017-08-10 16:50:43	2017-08-10 16:24:21.667	Controlling	Clio Butler
Check contract conditions	False	110634	Checked by Clio Butler	2017-08-10 16:50:45	2017-08-10 16:50:44.333	Controlling	Clio Butler
Check contract conditions	False	110634	Checked by Clio Butler	2017-08-10 16:50:56	2017-08-10 16:50:52.333	Controlling	Clio Butler
Final check of invoice	True	110634	Checked by System	2017-08-11 08:56:33	2017-08-11 08:56:33	Auto-processor	System
Final check of invoice	False	110634	Checked by Justine Monroe	2017-08-18 08:58:06	2017-08-16 14:57:42.750	Purchasing	Justine Monroe
Approve invoice	False	110634	Approve hierarchy (level 3)	2017-08-19 10:35:41	2017-08-19 10:35:41	Other	Mallory Henry
Check received invoice	False	110635	Checked by Alan Boyer	2017-08-10 15:32:02	2017-08-10 15:32:01.333	Controlling	Alan Boyer
Request data	False	110635	Request sent: 2017-08-11	2017-08-12 13:42:07	2017-08-11 06:55:23.667	Controlling	Alan Boyer
Check contract conditions	False	110635	Checked by Alan Boyer	2017-08-12 13:42:10	2017-08-12 13:42:08	Controlling	Alan Boyer
Final check of invoice	False	110635	Checked by Michael Castaneda	2017-08-12 13:43:24	2017-08-12 13:42:47	Purchasing	Michael Castaneda
Approve invoice	False	110635	Approve hierarchy (level 1)	2017-08-12 14:49:19	2017-08-12 14:49:19	Other	Roanna Parsons
Check received invoice	False	110636	Checked by Clio Butler	2017-08-10 15:32:25	2017-08-10 15:32:24.667	Controlling	Clio Butler
Request data	False	110636	Request sent: 2017-08-10	2017-08-10 16:50:27	2017-08-10 16:24:26.333	Controlling	Clio Butler
Check contract conditions	False	110636	Checked by Clio Butler	2017-08-10 16:50:29	2017-08-10 16:50:28.333	Controlling	Clio Butler
Check contract conditions	False	110636	Checked by Clio Butler	2017-08-10 16:50:35	2017-08-10 16:50:33	Controlling	Clio Butler
Pay invoice	False	110630	Bank account 7861854	2017-08-24 12:04:51		Finance	Cullen Combs
Pay invoice	False	110631	Bank account 7871855	2017-09-24 10:17:42	2017-09-23 20:19:20	Controlling	Cruz Abbott
Pay invoice	False	110632	Bank account 7881856	2017-09-24 09:18:57	2017-09-23 18:25:11.667	Controlling	Alan Boyer
